Sequence No	Turboveg No	Group No	Relevé number	TV2 relevé number	Country	DEG_LON	DEG_LAT	cryptogams	 
9967	65687	1	65687	058006839	Romania	24.63101	47.60979	1	
9968	65474	1	65474	057012720	Romania	24.62	47.603	5	
9969	65457	1	65457	057012703	Romania	24.62	47.533	0	
9970	65679	1	65679	058006831	Romania	24.62039	47.59363	1	
9971	65683	1	65683	058006835	Romania	24.63492	47.60954	3	
9972	65684	1	65684	058006836	Romania	24.63513	47.60899	3	
9973	65476	1	65476	057012722	Romania	24.651	47.603	3	
9974	65685	1	65685	058006837	Romania	24.6312	47.60932	5	
9975	65674	1	65674	058006826	Romania	24.63185	47.6116	0	
9976	65673	1	65673	058006825	Romania	24.63229	47.61186	1	
9977	65668	1	65668	058006820	Romania	24.61814	47.59381	1	
9978	65462	1	65462	057012708	Romania	24.592	47.607	6	
9979	65665	1	65665	058006817	Romania	24.59528	47.53419	0	
9980	65460	1	65460	057012706	Romania	24.599	47.603	1	
9981	65458	1	65458	057012704	Romania	24.589	47.583	4	
9982	65666	1	65666	058006818	Romania	24.58907	47.58679	4	
9983	65691	1	65691	058006843	Romania	24.59089	47.57747	4	
9984	65467	1	65467	057012713	Romania	24.612	47.61	2	
9985	65483	1	65483	057012729	Romania	24.614	47.562	4	
9986	65675	1	65675	058006827	Romania	24.61788	47.60946	1	
9987	65463	1	65463	057012709	Romania	24.601	47.603	0	
9988	65471	1	65471	057012717	Romania	24.605	47.605	1	
9989	65682	1	65682	058006834	Romania	24.61067	47.61056	5	
9990	65451	1	65451	057012683	Romania	24.764	47.509	0	
9991	65450	1	65450	057012682	Romania	24.765	47.573	4	
9992	65672	1	65672	058006824	Romania	24.78131	47.55188	3	
9993	65664	1	65664	058006816	Romania	24.72981	47.54849	5	
9994	65472	1	65472	057012718	Romania	24.744	47.504	1	
9995	65464	1	65464	057012710	Romania	24.744	47.504	3	
9996	65667	1	65667	058006819	Romania	24.79681	47.60559	2	
9997	65459	1	65459	057012705	Romania	24.8	47.603	2	
9998	65473	1	65473	057012719	Romania	24.815	47.598	2	
9999	65676	1	65676	058006828	Romania	24.7836	47.5182	1	
10000	65680	1	65680	058006832	Romania	24.78766	47.55078	1	
10001	65468	1	65468	057012714	Romania	24.792	47.516	2	
10002	65454	1	65454	057012700	Romania	24.723	47.56	6	
10003	65477	1	65477	057012723	Romania	24.651	47.603	5	
10004	65465	1	65465	057012711	Romania	24.652	47.605	2	
10005	65466	1	65466	057012712	Romania	24.652	47.605	1	
10006	65479	1	65479	057012725	Romania	24.651	47.603	1	
10007	65478	1	65478	057012724	Romania	24.651	47.603	2	
10008	65475	1	65475	057012721	Romania	24.651	47.603	3	
10009	65469	1	65469	057012715	Romania	24.682	47.578	2	
10010	65662	1	65662	058006814	Romania	24.71978	47.52222	6	
10011	65456	1	65456	057012702	Romania	24.721	47.521	5	
10012	65677	1	65677	058006829	Romania	24.67624	47.5738	3	
10013	65678	1	65678	058006830	Romania	24.67629	47.57299	2	
10014	65470	1	65470	057012716	Romania	24.682	47.578	2	
10015	65804	1	65804	058007076	Romania	24.02446	45.5528	0	
10016	65803	1	65803	058007075	Romania	24.02467	45.5539	0	
10017	65802	1	65802	058007074	Romania	24.03611	45.57656	1	
10018	65796	1	65796	058007068	Romania	23.99094	45.64516	0	
10019	65797	1	65797	058007069	Romania	23.99196	45.64519	0	
10020	65817	1	65817	058007089	Romania	24.00281	45.53621	3	
10021	65819	1	65819	058007091	Romania	24.14892	45.62033	2	
10022	65811	1	65811	058007083	Romania	24.15106	45.62162	2	
10023	66055	1	66055	058008050	Romania	24.26408	47.54053	0	
10024	65820	1	65820	058007092	Romania	24.10292	45.61362	1	
10025	65813	1	65813	058007085	Romania	24.11803	45.61414	0	
10026	65825	1	65825	058007097	Romania	24.11978	45.61006	2	
10027	65823	1	65823	058007095	Romania	23.97127	45.54955	1	
10028	65814	1	65814	058007086	Romania	23.92562	45.57057	2	
10029	65805	1	65805	058007077	Romania	23.9301	45.59787	0	
10030	65794	1	65794	058007066	Romania	23.93156	45.59953	2	
10031	65827	1	65827	058007099	Romania	23.90595	45.62783	1	
10032	65801	1	65801	058007073	Romania	23.90918	45.62077	0	
10033	65808	1	65808	058007080	Romania	23.91472	45.60473	3	
10034	65800	1	65800	058007072	Romania	23.94703	45.63523	2	
10035	65799	1	65799	058007071	Romania	23.94778	45.54868	2	
10036	65798	1	65798	058007070	Romania	23.94906	45.62361	1	
10037	65818	1	65818	058007090	Romania	23.94239	45.54636	0	
10038	65816	1	65816	058007088	Romania	23.94326	45.5467	1	
10039	65815	1	65815	058007087	Romania	23.94339	45.54615	2	
10040	65856	1	65856	058007195	Romania	24.46586	45.49532	5	
10041	65853	1	65853	058007192	Romania	24.46865	45.48998	4	
10042	65851	1	65851	058007190	Romania	24.4689	45.48458	5	
10043	65852	1	65852	058007191	Romania	24.46362	45.48807	6	
10044	65848	1	65848	058007187	Romania	24.46394	45.48087	3	
10045	65857	1	65857	058007196	Romania	24.46569	45.49891	8	
10046	65461	1	65461	057012707	Romania	24.579	47.526	7	
10047	65670	1	65670	058006822	Romania	24.58459	47.59517	6	
10048	65455	1	65455	057012701	Romania	24.588	47.54	4	
10049	66054	1	66054	058008049	Romania	24.53871	47.84087	0	
10050	65663	1	65663	058006815	Romania	24.56501	47.49736	4	
10051	65669	1	65669	058006821	Romania	24.56855	47.50303	7	
10052	65855	1	65855	058007194	Romania	24.46082	45.4934	6	
10053	65730	1	65730	058006898	Romania	24.33966	45.31897	3	
10054	65728	1	65728	058006896	Romania	24.34403	45.31533	1	
10055	65729	1	65729	058006897	Romania	24.34452	45.31533	0	
10056	65731	1	65731	058006899	Romania	24.31861	45.32393	2	
10057	65732	1	65732	058006900	Romania	24.33176	45.32248	3	
10058	65733	1	65733	058006901	Romania	24.33567	45.32079	1	
10059	65847	1	65847	058007186	Romania	24.45372	45.48064	5	
10060	65862	1	65862	058007207	Romania	24.45563	45.49509	4	
10061	65854	1	65854	058007193	Romania	24.45835	45.49155	5	
10062	66053	1	66053	058008048	Romania	24.34624	47.88541	0	
10063	65860	1	65860	058007200	Romania	24.45068	45.49138	4	
10064	65850	1	65850	058007189	Romania	24.45108	45.48239	5	
10065	65681	1	65681	058006833	Romania	24.81828	47.60216	3	
10066	65901	1	65901	058007469	Romania	25.21485	45.51162	0	
10067	65900	1	65900	058007468	Romania	25.21484	45.51231	0	
10068	66288	1	66288	058009409	Romania	25.21484	46.77665	0	
10069	65899	1	65899	058007466	Romania	25.19605	45.531	0	
10070	65907	1	65907	058007475	Romania	25.20903	45.54793	0	
10071	66286	1	66286	058009407	Romania	25.21356	46.77584	0	
10072	66291	1	66291	058009412	Romania	25.22885	46.75452	0	
10073	66278	1	66278	058009399	Romania	25.23016	46.77752	2	
10074	66274	1	66274	058009395	Romania	25.23021	46.77821	4	
10075	66287	1	66287	058009408	Romania	25.215	46.77543	2	
10076	66289	1	66289	058009410	Romania	25.22276	46.76033	0	
10077	65908	1	65908	058007476	Romania	25.22724	45.56735	0	
10078	65898	1	65898	058007465	Romania	25.19508	45.53182	0	
10079	65767	1	65767	058006965	Romania	25.1685	47.45932	0	
10080	65768	1	65768	058006966	Romania	25.16856	47.45931	0	
10081	65754	1	65754	058006952	Romania	25.17042	47.46473	0	
10082	65772	1	65772	058006976	Romania	25.16515	47.45925	0	
10083	65756	1	65756	058006954	Romania	25.16569	47.46569	0	
10084	65766	1	65766	058006964	Romania	25.16846	47.45931	0	
10085	65764	1	65764	058006962	Romania	25.18507	47.47984	0	
10086	65762	1	65762	058006960	Romania	25.18665	47.45955	0	
10087	65752	1	65752	058006950	Romania	25.19161	47.47652	0	
10088	65760	1	65760	058006958	Romania	25.17188	47.46212	0	
10089	65759	1	65759	058006957	Romania	25.18197	47.48266	0	
10090	65757	1	65757	058006955	Romania	25.18458	47.47654	0	
10091	66234	1	66234	058009229	Romania	25.25104	47.10985	0	
10092	66285	1	66285	058009406	Romania	25.25636	46.81855	0	
10093	66276	1	66276	058009397	Romania	25.25687	46.81201	2	
10094	66235	1	66235	058009230	Romania	25.24732	47.10672	0	
10095	66236	1	66236	058009231	Romania	25.24732	47.10495	0	
10096	66233	1	66233	058009228	Romania	25.24953	47.11231	0	
10097	66282	1	66282	058009403	Romania	25.25959	46.82707	1	
10098	66260	1	66260	058009314	Romania	25.26043	47.559	0	
10099	66261	1	66261	058009315	Romania	25.26176	47.55934	0	
10100	66275	1	66275	058009396	Romania	25.25703	46.81138	1	
10101	66283	1	66283	058009404	Romania	25.25857	46.82644	0	
10102	66284	1	66284	058009405	Romania	25.25876	46.82547	0	
10103	66227	1	66227	058009222	Romania	25.24647	47.17435	0	
10104	66231	1	66231	058009226	Romania	25.23263	47.18057	0	
10105	65905	1	65905	058007473	Romania	25.23337	45.56057	0	
10106	65906	1	65906	058007474	Romania	25.23404	45.54267	0	
10107	66230	1	66230	058009225	Romania	25.23056	47.18197	0	
10108	66277	1	66277	058009398	Romania	25.23079	46.77797	2	
10109	66290	1	66290	058009411	Romania	25.23119	46.75423	2	
10110	65698	1	65698	058006862	Romania	25.23758	45.54045	0	
10111	66228	1	66228	058009223	Romania	25.24506	47.17584	0	
10112	66226	1	66226	058009221	Romania	25.24624	47.17316	0	
10113	66229	1	66229	058009224	Romania	25.23619	47.1553	0	
10114	65904	1	65904	058007472	Romania	25.23663	45.56221	0	
10115	65697	1	65697	058006861	Romania	25.23749	45.54045	0	
10116	65534	1	65534	058006576	Romania	25.01106	45.47387	1	
10117	65529	1	65529	058006571	Romania	25.01961	45.45541	2	
10118	65533	1	65533	058006575	Romania	25.03339	45.52685	3	
10119	65524	1	65524	058006566	Romania	25.00221	45.51513	3	
10120	65538	1	65538	058006580	Romania	25.00345	45.51455	2	
10121	65532	1	65532	058006574	Romania	25.00746	45.44428	0	
10122	65540	1	65540	058006583	Romania	25.04659	45.48764	1	
10123	65531	1	65531	058006573	Romania	25.04833	45.47655	1	
10124	65542	1	65542	058006585	Romania	25.05032	45.55991	4	
10125	65537	1	65537	058006579	Romania	25.03822	45.5207	2	
10126	65526	1	65526	058006568	Romania	25.03862	45.52541	3	
10127	65530	1	65530	058006572	Romania	25.04364	45.46474	2	
10128	65523	1	65523	058006565	Romania	25.00166	45.51615	3	
10129	66060	1	66060	058008072	Romania	24.8708	47.67472	2	
10130	65482	1	65482	057012728	Romania	24.899	47.529	3	
10131	66059	1	66059	058008071	Romania	24.90634	47.65406	3	
10132	65452	1	65452	057012685	Romania	24.824	47.509	0	
10133	66058	1	66058	058008068	Romania	24.82432	47.64577	2	
10134	65541	1	65541	058006584	Romania	24.83396	45.42299	1	
10135	65535	1	65535	058006577	Romania	24.98428	45.47271	1	
10136	65525	1	65525	058006567	Romania	24.98499	45.47264	5	
10137	65536	1	65536	058006578	Romania	24.99483	45.52591	2	
10138	66057	1	66057	058008065	Romania	24.90743	47.63353	2	
10139	65690	1	65690	058006842	Romania	24.91382	47.53072	3	
10140	65539	1	65539	058006581	Romania	24.96727	45.41888	1	
10141	65750	1	65750	058006948	Romania	25.15691	47.4862	0	
10142	65493	1	65493	057039764	Romania	25.157464	47.68668	8	
10143	65962	1	65962	058007667	Romania	25.15782	46.86738	0	
10144	65769	1	65769	058006967	Romania	25.15185	47.48123	0	
10145	65758	1	65758	058006956	Romania	25.15431	47.47865	0	
10146	65753	1	65753	058006951	Romania	25.15571	47.45954	0	
10147	65491	1	65491	057039762	Romania	25.160902	47.686164	6	
10148	65490	1	65490	057039761	Romania	25.160902	47.686164	5	
10149	65489	1	65489	057039760	Romania	25.160902	47.686164	3	
10150	65755	1	65755	058006953	Romania	25.16	47.46142	0	
10151	65963	1	65963	058007668	Romania	25.16024	46.86573	0	
10152	65492	1	65492	057039763	Romania	25.160902	47.686164	8	
10153	65528	1	65528	058006570	Romania	25.15037	45.44299	2	
10154	65547	1	65547	058006590	Romania	25.10883	45.55269	1	
10155	65964	1	65964	058007669	Romania	25.11149	47.00255	0	
10156	65965	1	65965	058007670	Romania	25.11193	47.00196	0	
10157	65545	1	65545	058006588	Romania	25.05793	45.56185	4	
10158	65546	1	65546	058006589	Romania	25.06845	45.56762	3	
10159	65527	1	65527	058006569	Romania	25.07116	45.5648	3	
10160	65761	1	65761	058006959	Romania	25.14403	47.47159	0	
10161	65751	1	65751	058006949	Romania	25.14825	47.46876	0	
10162	65763	1	65763	058006961	Romania	25.1483	47.47368	0	
10163	65543	1	65543	058006586	Romania	25.12755	45.53209	3	
10164	65544	1	65544	058006587	Romania	25.13034	45.52953	3	
10165	65961	1	65961	058007666	Romania	25.13485	46.95953	0	
10166	65978	1	65978	058007772	Romania	23.03479	46.65798	7	
10167	65973	1	65973	058007767	Romania	23.03615	46.661	11	
10168	65979	1	65979	058007773	Romania	23.03686	46.65802	9	
10169	65579	1	65579	058006642	Romania	22.81221	45.29026	0	
10170	65786	1	65786	058006992	Romania	22.81265	45.39205	0	
10171	65974	1	65974	058007768	Romania	23.03449	46.65931	4	
10172	65975	1	65975	058007769	Romania	23.0374	46.66098	12	
10173	65743	1	65743	058006938	Romania	23.10524	46.70462	14	
10174	65987	1	65987	058007807	Romania	23.10667	46.57553	5	
10175	65988	1	65988	058007808	Romania	23.10688	46.57654	7	
10176	65976	1	65976	058007770	Romania	23.03875	46.65867	7	
10177	65977	1	65977	058007771	Romania	23.04074	46.66135	7	
10178	65986	1	65986	058007806	Romania	23.0972	46.57891	6	
10179	65692	1	65692	058006853	Romania	22.71375	46.63507	4	
10180	65693	1	65693	058006854	Romania	22.71433	46.6356	6	
10181	65577	1	65577	058006640	Romania	22.71591	45.30821	2	
10182	66014	1	66014	058007935	Romania	22.70934	46.72197	4	
10183	66025	1	66025	058007946	Romania	22.70962	46.72459	4	
10184	66024	1	66024	058007945	Romania	22.70973	46.72542	3	
10185	65694	1	65694	058006855	Romania	22.71725	46.63451	3	
10186	65578	1	65578	058006641	Romania	22.79672	45.30494	1	
10187	65787	1	65787	058006993	Romania	22.81184	45.39232	0	
10188	65788	1	65788	058006994	Romania	22.81221	45.39182	0	
10189	65574	1	65574	058006637	Romania	22.71987	45.31072	2	
10190	65576	1	65576	058006639	Romania	22.72606	45.30967	2	
10191	65552	1	65552	058006615	Romania	22.75237	45.39958	3	
10192	65745	1	65745	058006940	Romania	23.10719	46.70299	13	
10193	65990	1	65990	058007810	Romania	23.17455	46.60641	4	
10194	65991	1	65991	058007811	Romania	23.17505	46.60657	8	
10195	65982	1	65982	058007802	Romania	23.17538	46.61233	5	
10196	65981	1	65981	058007775	Romania	23.12941	46.69423	5	
10197	65695	1	65695	058006859	Romania	23.16472	45.39433	3	
10198	65696	1	65696	058006860	Romania	23.16574	45.39604	2	
10199	65983	1	65983	058007803	Romania	23.17581	46.62572	5	
10200	66071	1	66071	058008208	Romania	23.2401	46.25766	0	
10201	66075	1	66075	058008214	Romania	23.24215	46.28965	0	
10202	66076	1	66076	058008215	Romania	23.24299	46.28957	0	
10203	66074	1	66074	058008211	Romania	23.23722	46.28646	0	
10204	66072	1	66072	058008209	Romania	23.23805	46.28665	0	
10205	66073	1	66073	058008210	Romania	23.23917	46.28524	0	
10206	65992	1	65992	058007812	Romania	23.12792	46.59277	5	
10207	65999	1	65999	058007819	Romania	23.12795	46.59315	11	
10208	65994	1	65994	058007814	Romania	23.12806	46.59329	6	
10209	65744	1	65744	058006939	Romania	23.10941	46.70384	18	
10210	65985	1	65985	058007805	Romania	23.11858	46.57808	9	
10211	65984	1	65984	058007804	Romania	23.11924	46.5784	7	
10212	65996	1	65996	058007816	Romania	23.12821	46.59294	5	
10213	65989	1	65989	058007809	Romania	23.12884	46.593	5	
10214	65995	1	65995	058007815	Romania	23.12886	46.59276	7	
10215	65980	1	65980	058007774	Romania	23.12893	46.6937	7	
10216	65997	1	65997	058007817	Romania	23.12843	46.59277	5	
10217	65998	1	65998	058007818	Romania	23.12848	46.59342	5	
10218	65993	1	65993	058007813	Romania	23.12859	46.59308	6	
10219	66016	1	66016	058007937	Romania	22.70894	46.70085	4	
10220	65554	1	65554	058006617	Romania	22.60377	45.4426	4	
10221	65555	1	65555	058006618	Romania	22.60477	45.44237	4	
10222	65560	1	65560	058006623	Romania	22.61443	45.43462	6	
10223	66049	1	66049	058008019	Romania	22.60026	46.76137	0	
10224	65557	1	65557	058006620	Romania	22.60088	45.44936	5	
10225	66047	1	66047	058008017	Romania	22.60107	46.76129	0	
10226	66045	1	66045	058008015	Romania	22.6154	46.76922	1	
10227	65559	1	65559	058006622	Romania	22.62832	45.43142	4	
10228	65561	1	65561	058006624	Romania	22.63656	45.34887	2	
10229	65570	1	65570	058006633	Romania	22.64016	45.31355	2	
10230	66051	1	66051	058008021	Romania	22.61655	46.76882	1	
10231	65558	1	65558	058006621	Romania	22.62752	45.41182	3	
10232	65571	1	65571	058006634	Romania	22.62817	45.28393	4	
10233	65565	1	65565	058006628	Romania	22.49593	45.37781	4	
10234	65566	1	65566	058006629	Romania	22.49789	45.38179	3	
10235	65569	1	65569	058006632	Romania	22.54688	45.35267	3	
10236	65568	1	65568	058006631	Romania	22.48829	45.30506	1	
10237	65567	1	65567	058006630	Romania	22.49493	45.30247	3	
10238	65564	1	65564	058006627	Romania	22.49514	45.37947	4	
10239	65556	1	65556	058006619	Romania	22.58241	45.45594	3	
10240	66042	1	66042	058007994	Romania	22.59805	46.78387	0	
10241	66043	1	66043	058007995	Romania	22.59962	46.78458	0	
10242	66048	1	66048	058008018	Romania	22.5997	46.76123	1	
10243	66041	1	66041	058007993	Romania	22.58847	46.74907	0	
10244	66044	1	66044	058008014	Romania	22.59164	46.74835	0	
10245	66050	1	66050	058008020	Romania	22.59224	46.74797	0	
10246	66052	1	66052	058008022	Romania	22.64798	46.70846	0	
10247	66017	1	66017	058007938	Romania	22.69043	46.69059	2	
10248	65749	1	65749	058006947	Romania	22.69844	46.43141	4	
10249	66032	1	66032	058007953	Romania	22.70053	46.69218	1	
10250	65575	1	65575	058006638	Romania	22.67759	45.33511	0	
10251	65553	1	65553	058006616	Romania	22.683	45.44383	2	
10252	66018	1	66018	058007939	Romania	22.68961	46.69044	2	
10253	66033	1	66033	058007954	Romania	22.70062	46.69276	2	
10254	66031	1	66031	058007952	Romania	22.70818	46.67407	3	
10255	66013	1	66013	058007934	Romania	22.70858	46.72143	2	
10256	66015	1	66015	058007936	Romania	22.70895	46.70127	5	
10257	66022	1	66022	058007943	Romania	22.70117	46.72962	2	
10258	66023	1	66023	058007944	Romania	22.70172	46.73016	3	
10259	66030	1	66030	058007951	Romania	22.7069	46.67497	2	
10260	66021	1	66021	058007942	Romania	22.65233	46.67544	4	
10261	66020	1	66020	058007941	Romania	22.65247	46.67503	3	
10262	66034	1	66034	058007961	Romania	22.66457	46.68816	5	
10263	65573	1	65573	058006636	Romania	22.64832	45.26854	2	
10264	65572	1	65572	058006635	Romania	22.64867	45.26754	2	
10265	65562	1	65562	058006625	Romania	22.65073	45.34482	6	
10266	66027	1	66027	058007948	Romania	22.66539	46.68819	3	
10267	66019	1	66019	058007940	Romania	22.66808	46.68643	4	
10268	66046	1	66046	058008016	Romania	22.67395	46.84857	1	
10269	65563	1	65563	058006626	Romania	22.67678	45.34173	5	
10270	66026	1	66026	058007947	Romania	22.66611	46.68818	2	
10271	66028	1	66028	058007949	Romania	22.66688	46.65151	4	
10272	66029	1	66029	058007950	Romania	22.667	46.65204	4	
10273	65775	1	65775	058006981	Romania	23.29589	46.52904	0	
10274	66153	1	66153	058008835	Romania	23.35273	45.33675	0	
10275	65781	1	65781	058006987	Romania	23.31137	46.53364	0	
10276	65782	1	65782	058006988	Romania	23.31199	46.53411	0	
10277	66070	1	66070	058008207	Romania	23.29559	46.25739	1	
10278	65783	1	65783	058006989	Romania	23.282	46.53165	1	
10279	65779	1	65779	058006985	Romania	23.28707	46.5354	1	
10280	65774	1	65774	058006980	Romania	23.29536	46.52878	0	
10281	65784	1	65784	058006990	Romania	23.36271	46.5334	0	
10282	65785	1	65785	058006991	Romania	23.29657	46.52869	0	
10283	65777	1	65777	058006983	Romania	23.30979	46.53785	0	
10284	66069	1	66069	058008206	Romania	23.29641	46.25746	0	
10285	65780	1	65780	058006986	Romania	23.31127	46.53412	0	
10286	65778	1	65778	058006984	Romania	23.31091	46.53369	0	
10287	65776	1	65776	058006982	Romania	23.29608	46.52831	0	
10288	2759	1	2759	005006725	Serbia	20.32194	43.29	1	
10289	2760	1	2760	005006726	Serbia	20.32194	43.29	1	
10290	2757	1	2757	005006723	Serbia	20.32194	43.29	0	
10291	2758	1	2758	005006724	Serbia	20.32194	43.29	1	
10292	2756	1	2756	005006722	Serbia	20.32194	43.29	2	
10293	72606	1	72606	073641907	Slovak Republic	19.947778	49.160556	2	
10294	72593	1	72593	073641894	Slovak Republic	19.947222	49.174722	3	
10295	72607	1	72607	073641908	Slovak Republic	19.948611	49.168333	8	
10296	72561	1	72561	073641860	Slovak Republic	19.948611	49.173611	4	
10297	72073	1	72073	073634567	Slovak Republic	20.3	48.865278	12	
10298	70429	1	70429	073603692	Slovak Republic	20.299722	49.171389	5	
10299	72953	1	72953	073643033	Slovak Republic	19.947778	49.149444	6	
10300	72523	1	72523	073641750	Slovak Republic	19.947778	49.202222	4	
10301	72647	1	72647	073641974	Slovak Republic	19.948056	49.151944	2	
10302	72454	1	72454	073641356	Slovak Republic	19.947139	49.22275	0	
10303	72590	1	72590	073641891	Slovak Republic	19.946389	49.175278	2	
10304	72581	1	72581	073641882	Slovak Republic	19.946389	49.155556	5	
10305	72595	1	72595	073641896	Slovak Republic	19.946667	49.175	2	
10306	72591	1	72591	073641892	Slovak Republic	19.946111	49.160833	0	
10307	72558	1	72558	073641857	Slovak Republic	19.946389	49.156667	5	
10308	72542	1	72542	073641769	Slovak Republic	19.946389	49.214167	2	
10309	72616	1	72616	073641917	Slovak Republic	19.946944	49.175	2	
10310	72612	1	72612	073641913	Slovak Republic	19.946944	49.156944	2	
10311	72611	1	72611	073641912	Slovak Republic	19.946944	49.173056	3	
10312	72605	1	72605	073641906	Slovak Republic	19.946667	49.175278	3	
10313	72594	1	72594	073641895	Slovak Republic	19.946667	49.174722	1	
10314	72589	1	72589	073641890	Slovak Republic	19.946667	49.175	2	
10315	72585	1	72585	073641886	Slovak Republic	19.950833	49.164722	0	
10316	70952	1	70952	073610228	Slovak Republic	19.950833	49.174722	2	
10317	72586	1	72586	073641887	Slovak Republic	19.950556	49.165	2	
10318	72609	1	72609	073641910	Slovak Republic	19.949722	49.165278	4	
10319	73124	1	73124	073644854	Slovak Republic	19.95	48.943056	7	
10320	72608	1	72608	073641909	Slovak Republic	19.951111	49.1625	3	
10321	71965	1	71965	073629509	Slovak Republic	20.298056	49.215	8	
10322	73123	1	73123	073644853	Slovak Republic	19.952778	48.945833	7	
10323	72656	1	72656	073641983	Slovak Republic	19.9525	49.1475	7	
10324	72584	1	72584	073641885	Slovak Republic	19.951667	49.165278	1	
10325	72793	1	72793	073642474	Slovak Republic	20.298853	49.221386	8	
10326	72645	1	72645	073641972	Slovak Republic	19.949722	49.149444	10	
10327	70438	1	70438	073603715	Slovak Republic	20.299444	49.176667	3	
10328	70489	1	70489	073603800	Slovak Republic	20.299444	49.176667	8	
10329	72618	1	72618	073641919	Slovak Republic	19.948889	49.174444	2	
10330	72518	1	72518	073641745	Slovak Republic	19.948889	49.214167	3	
10331	70955	1	70955	073610232	Slovak Republic	19.948889	49.168056	3	
10332	72596	1	72596	073641897	Slovak Republic	19.949167	49.174722	1	
10333	72928	1	72928	073643008	Slovak Republic	19.949444	49.033333	2	
10334	72620	1	72620	073641921	Slovak Republic	19.949444	49.171944	3	
10335	72619	1	72619	073641920	Slovak Republic	19.949167	49.173889	3	
10336	72929	1	72929	073643009	Slovak Republic	19.949167	49.150833	2	
10337	72617	1	72617	073641918	Slovak Republic	19.949167	49.175278	3	
10338	72512	1	72512	073641739	Slovak Republic	19.945833	49.219722	2	
10339	72575	1	72575	073641875	Slovak Republic	19.936944	49.164167	4	
10340	72577	1	72577	073641878	Slovak Republic	19.936944	49.161944	3	
10341	70431	1	70431	073603694	Slovak Republic	20.301389	49.170278	6	
10342	72554	1	72554	073641853	Slovak Republic	19.936944	49.155833	2	
10343	72578	1	72578	073641879	Slovak Republic	19.936667	49.171111	4	
10344	72576	1	72576	073641877	Slovak Republic	19.936667	49.161667	1	
10345	70506	1	70506	073603818	Slovak Republic	20.301667	49.173333	0	
10346	72587	1	72587	073641888	Slovak Republic	19.937222	49.154444	3	
10347	72563	1	72563	073641862	Slovak Republic	19.938333	49.163889	1	
10348	72597	1	72597	073641898	Slovak Republic	19.938611	49.165	1	
10349	72574	1	72574	073641874	Slovak Republic	19.938611	49.163333	3	
10350	72562	1	72562	073641861	Slovak Republic	19.938056	49.163056	1	
10351	72599	1	72599	073641900	Slovak Republic	19.937222	49.170833	5	
10352	72573	1	72573	073641873	Slovak Republic	19.9375	49.163611	2	
10353	72600	1	72600	073641901	Slovak Republic	19.938056	49.165	1	
10354	72570	1	72570	073641869	Slovak Republic	19.933889	49.156389	2	
10355	72541	1	72541	073641768	Slovak Republic	19.933889	49.171111	3	
10356	72555	1	72555	073641854	Slovak Republic	19.934167	49.156389	2	
10357	72569	1	72569	073641868	Slovak Republic	19.933611	49.156389	2	
10358	72461	1	72461	073641363	Slovak Republic	19.932528	49.220306	2	
10359	72567	1	72567	073641866	Slovak Republic	19.933333	49.153333	1	
10360	72517	1	72517	073641744	Slovak Republic	19.933333	49.169722	5	
10361	72531	1	72531	073641758	Slovak Republic	19.934167	49.171944	3	
10362	72588	1	72588	073641889	Slovak Republic	19.935278	49.156111	3	
10363	72603	1	72603	073641904	Slovak Republic	19.935833	49.170556	3	
10364	72568	1	72568	073641867	Slovak Republic	19.936389	49.155278	5	
10365	72535	1	72535	073641762	Slovak Republic	19.934444	49.203611	2	
10366	72550	1	72550	073641849	Slovak Republic	19.934167	49.156389	1	
10367	72557	1	72557	073641856	Slovak Republic	19.934444	49.156111	1	
10368	72556	1	72556	073641855	Slovak Republic	19.934444	49.156667	1	
10369	72553	1	72553	073641852	Slovak Republic	19.938611	49.161111	3	
10370	72614	1	72614	073641915	Slovak Republic	19.943333	49.172222	3	
10371	72519	1	72519	073641746	Slovak Republic	19.943889	49.215556	2	
10372	72522	1	72522	073641749	Slovak Republic	19.943889	49.205278	4	
10373	72580	1	72580	073641881	Slovak Republic	19.943333	49.173889	4	
10374	72871	1	72871	073642574	Slovak Republic	20.300617	49.242792	4	
10375	70816	1	70816	073610043	Slovak Republic	20.3	48.877778	0	
10376	72604	1	72604	073641905	Slovak Republic	19.943333	49.173611	3	
10377	72887	1	72887	073642594	Slovak Republic	20.300072	49.246806	5	
10378	72559	1	72559	073641858	Slovak Republic	19.945278	49.161944	1	
10379	72560	1	72560	073641859	Slovak Republic	19.945833	49.173056	1	
10380	72592	1	72592	073641893	Slovak Republic	19.945833	49.174167	2	
10381	72610	1	72610	073641911	Slovak Republic	19.945	49.171944	2	
10382	70982	1	70982	073610274	Slovak Republic	19.944444	49.159722	7	
10383	72615	1	72615	073641916	Slovak Republic	19.944722	49.174444	4	
10384	72925	1	72925	073643005	Slovak Republic	19.944722	49.149167	5	
10385	72598	1	72598	073641899	Slovak Republic	19.939167	49.166389	0	
10386	72572	1	72572	073641871	Slovak Republic	19.939444	49.172222	3	
10387	72602	1	72602	073641903	Slovak Republic	19.939722	49.159722	8	
10388	70416	1	70416	073603679	Slovak Republic	20.300833	49.185	8	
10389	72566	1	72566	073641865	Slovak Republic	19.938889	49.153611	2	
10390	72601	1	72601	073641902	Slovak Republic	19.938889	49.164444	3	
10391	72564	1	72564	073641863	Slovak Republic	19.938889	49.160556	2	
