Sequence No	Turboveg No	Group No	Relevé number	TV2 relevé number	Country	DEG_LON	DEG_LAT	cryptogams	 
10392	72613	1	72613	073641914	Slovak Republic	19.939722	49.1725	5	
10393	72520	1	72520	073641747	Slovak Republic	19.941389	49.213889	3	
10394	72521	1	72521	073641748	Slovak Republic	19.941667	49.206389	5	
10395	72579	1	72579	073641880	Slovak Republic	19.942222	49.173611	2	
10396	70415	1	70415	073603677	Slovak Republic	20.300833	49.185	6	
10397	72631	1	72631	073641958	Slovak Republic	19.94	49.148889	9	
10398	72488	1	72488	073641390	Slovak Republic	19.940333	49.218694	4	
10399	70417	1	70417	073603680	Slovak Republic	20.300833	49.185	9	
10400	72477	1	72477	073641379	Slovak Republic	19.953	49.22375	0	
10401	73090	1	73090	073644142	Slovak Republic	20.29315	49.219817	0	
10402	72626	1	72626	073641953	Slovak Republic	19.981667	49.169722	7	
10403	72642	1	72642	073641969	Slovak Republic	19.981667	49.169722	5	
10404	72931	1	72931	073643011	Slovak Republic	19.981389	49.170833	3	
10405	72933	1	72933	073643013	Slovak Republic	19.980833	49.176111	4	
10406	72652	1	72652	073641979	Slovak Republic	19.981111	49.173889	6	
10407	72627	1	72627	073641954	Slovak Republic	19.981111	49.171389	6	
10408	72643	1	72643	073641970	Slovak Republic	19.981944	49.167222	5	
10409	72654	1	72654	073641981	Slovak Republic	19.982222	49.176389	5	
10410	72665	1	72665	073641992	Slovak Republic	19.9825	49.166944	5	
10411	73131	1	73131	073644861	Slovak Republic	19.981944	48.95	8	
10412	72515	1	72515	073641742	Slovak Republic	19.981667	49.214444	2	
10413	72624	1	72624	073641951	Slovak Republic	19.981667	49.176667	7	
10414	72935	1	72935	073643015	Slovak Republic	19.981667	49.171389	4	
10415	72949	1	72949	073643029	Slovak Republic	19.980833	49.18	3	
10416	72476	1	72476	073641378	Slovak Republic	19.978417	49.21925	1	
10417	72648	1	72648	073641975	Slovak Republic	19.978611	49.160556	2	
10418	72936	1	72936	073643016	Slovak Republic	19.979167	49.171944	4	
10419	72479	1	72479	073641381	Slovak Republic	19.977806	49.219778	1	
10420	72533	1	72533	073641760	Slovak Republic	19.976389	49.215556	3	
10421	72545	1	72545	073641772	Slovak Republic	19.976944	49.217222	3	
10422	73136	1	73136	073644866	Slovak Republic	19.977778	48.955556	4	
10423	73132	1	73132	073644862	Slovak Republic	19.980556	48.947222	7	
10424	72653	1	72653	073641980	Slovak Republic	19.980833	49.169722	4	
10425	72930	1	72930	073643010	Slovak Republic	19.980833	49.173889	6	
10426	72510	1	72510	073641737	Slovak Republic	19.980278	49.216389	1	
10427	72628	1	72628	073641955	Slovak Republic	19.979444	49.175278	5	
10428	72629	1	72629	073641956	Slovak Republic	19.979722	49.175	5	
10429	72651	1	72651	073641978	Slovak Republic	19.98	49.174722	6	
10430	72649	1	72649	073641976	Slovak Republic	19.985278	49.164444	5	
10431	71938	1	71938	073629188	Slovak Republic	19.985833	48.785833	13	
10432	72644	1	72644	073641971	Slovak Republic	19.985833	49.185556	3	
10433	65377	1	65377	055003387	Slovak Republic	19.98481	49.17097	17	
10434	72641	1	72641	073641968	Slovak Republic	19.984722	49.190556	2	
10435	72937	1	72937	073643017	Slovak Republic	19.984722	49.180278	3	
10436	65361	1	65361	055003371	Slovak Republic	19.98489	49.14389	10	
10437	72945	1	72945	073643025	Slovak Republic	19.987778	49.188889	4	
10438	72625	1	72625	073641952	Slovak Republic	19.987778	49.176389	4	
10439	72655	1	72655	073641982	Slovak Republic	19.988333	49.176111	3	
10440	72944	1	72944	073643024	Slovak Republic	19.987222	49.189722	2	
10441	72939	1	72939	073643019	Slovak Republic	19.986111	49.176944	6	
10442	72934	1	72934	073643014	Slovak Republic	19.986111	49.1775	3	
10443	72926	1	72926	073643006	Slovak Republic	19.986667	49.175556	3	
10444	72650	1	72650	073641977	Slovak Republic	19.984722	49.164167	4	
10445	73130	1	73130	073644860	Slovak Republic	19.983333	48.952778	8	
10446	72673	1	72673	073642000	Slovak Republic	19.983889	49.163056	4	
10447	72511	1	72511	073641738	Slovak Republic	19.983889	49.212778	1	
10448	72921	1	72921	073643001	Slovak Republic	19.982778	49.168333	7	
10449	72947	1	72947	073643027	Slovak Republic	19.9825	49.173889	3	
10450	72534	1	72534	073641761	Slovak Republic	19.982778	49.2125	5	
10451	72940	1	72940	073643020	Slovak Republic	19.982778	49.166389	3	
10452	72667	1	72667	073641994	Slovak Republic	19.984444	49.170278	6	
10453	72661	1	72661	073641988	Slovak Republic	19.984444	49.172222	6	
10454	72666	1	72666	073641993	Slovak Republic	19.984444	49.17	7	
10455	72669	1	72669	073641996	Slovak Republic	19.984444	49.175278	4	
10456	72668	1	72668	073641995	Slovak Republic	19.983889	49.170556	6	
10457	71529	1	71529	073619508	Slovak Republic	20.293056	49.222778	0	
10458	72671	1	72671	073641998	Slovak Republic	19.984167	49.171667	5	
10459	72546	1	72546	073641773	Slovak Republic	19.976389	49.216389	4	
10460	73192	1	73192	073644941	Slovak Republic	19.963889	48.925	8	
10461	72943	1	72943	073643023	Slovak Republic	19.963889	49.148333	3	
10462	70968	1	70968	073610256	Slovak Republic	19.963889	49.141667	5	
10463	72924	1	72924	073643004	Slovak Republic	19.963333	49.148611	4	
10464	73191	1	73191	073644940	Slovak Republic	19.9625	48.927778	4	
10465	73125	1	73125	073644855	Slovak Republic	19.9625	48.941667	5	
10466	70408	1	70408	073603668	Slovak Republic	20.296667	49.189722	3	
10467	72977	1	72977	073644002	Slovak Republic	19.964783	48.77805	5	
10468	73193	1	73193	073644942	Slovak Republic	19.965278	48.926389	4	
10469	72941	1	72941	073643021	Slovak Republic	19.965278	49.1475	5	
10470	72976	1	72976	073644001	Slovak Republic	19.964567	48.778667	6	
10471	72658	1	72658	073641985	Slovak Republic	19.963889	49.158889	9	
10472	72632	1	72632	073641959	Slovak Republic	19.964444	49.156944	5	
10473	72465	1	72465	073641367	Slovak Republic	19.964417	49.223528	4	
10474	71484	1	71484	073618868	Slovak Republic	19.961111	49.152222	7	
10475	70949	1	70949	073610223	Slovak Republic	19.953889	49.163056	2	
10476	73122	1	73122	073644852	Slovak Republic	19.954167	48.948611	7	
10477	70478	1	70478	073603776	Slovak Republic	20.297778	49.188889	6	
10478	72582	1	72582	073641883	Slovak Republic	19.953611	49.161389	3	
10479	72571	1	72571	073641870	Slovak Republic	19.953333	49.163056	4	
10480	72583	1	72583	073641884	Slovak Republic	19.953333	49.163889	3	
10481	72883	1	72883	073642589	Slovak Republic	20.298089	49.238503	6	
10482	73120	1	73120	073644848	Slovak Republic	19.959722	48.947222	8	
10483	72952	1	72952	073643032	Slovak Republic	19.960556	49.153056	6	
10484	72657	1	72657	073641984	Slovak Republic	19.960833	49.158056	8	
10485	72670	1	72670	073641997	Slovak Republic	19.958333	49.148333	3	
10486	72388	1	72388	073639726	Slovak Republic	19.955189	48.780778	13	
10487	73119	1	73119	073644847	Slovak Republic	19.955556	48.944444	10	
10488	72865	1	72865	073642568	Slovak Republic	20.296939	49.245003	2	
10489	70437	1	70437	073603713	Slovak Republic	20.295278	49.180278	8	
10490	72886	1	72886	073642593	Slovak Republic	20.294764	49.230581	5	
10491	72622	1	72622	073641949	Slovak Republic	19.971944	49.158333	7	
10492	72623	1	72623	073641950	Slovak Republic	19.971389	49.157778	5	
10493	70355	1	70355	073601076	Slovak Republic	19.969444	48.891667	3	
10494	73127	1	73127	073644857	Slovak Republic	19.969444	48.943056	8	
10495	70975	1	70975	073610267	Slovak Republic	19.969722	48.782222	2	
10496	73135	1	73135	073644865	Slovak Republic	19.973611	48.952778	6	
10497	72621	1	72621	073641948	Slovak Republic	19.973889	49.160833	6	
10498	72544	1	72544	073641771	Slovak Republic	19.976111	49.217778	2	
10499	70425	1	70425	073603688	Slovak Republic	20.293333	49.181111	5	
10500	73133	1	73133	073644863	Slovak Republic	19.972222	48.947222	8	
10501	70430	1	70430	073603693	Slovak Republic	20.294167	49.179444	4	
10502	70432	1	70432	073603703	Slovak Republic	20.293333	49.178889	6	
10503	70976	1	70976	073610268	Slovak Republic	19.969444	48.781944	5	
10504	72946	1	72946	073643026	Slovak Republic	19.966389	49.154722	7	
10505	70983	1	70983	073610275	Slovak Republic	19.966667	49.161111	9	
10506	70998	1	70998	073610292	Slovak Republic	19.966667	49.161111	8	
10507	72923	1	72923	073643003	Slovak Republic	19.966111	49.151667	2	
10508	72387	1	72387	073639725	Slovak Republic	19.96535	48.782581	18	
10509	72942	1	72942	073643022	Slovak Republic	19.965833	49.150833	4	
10510	72646	1	72646	073641973	Slovak Republic	19.966111	49.165833	7	
10511	73128	1	73128	073644858	Slovak Republic	19.968056	48.941667	5	
10512	72389	1	72389	073639727	Slovak Republic	19.968469	48.714478	3	
10513	72932	1	72932	073643012	Slovak Republic	19.968889	49.154167	3	
10514	73134	1	73134	073644864	Slovak Republic	19.968056	48.945833	6	
10515	73129	1	73129	073644859	Slovak Republic	19.966667	48.940278	5	
10516	70412	1	70412	073603673	Slovak Republic	20.296667	49.188333	3	
10517	72922	1	72922	073643002	Slovak Republic	19.9675	49.151667	4	
10518	71368	1	71368	073616751	Slovak Republic	19.885	48.782222	2	
10519	71367	1	71367	073616750	Slovak Republic	19.885	48.783333	3	
10520	71093	1	71093	073610646	Slovak Republic	19.886111	48.779167	4	
10521	71366	1	71366	073616749	Slovak Republic	19.885	48.784167	2	
10522	71557	1	71557	073619633	Slovak Republic	19.884444	48.775278	7	
10523	71087	1	71087	073610640	Slovak Republic	19.884722	48.789167	2	
10524	73084	1	73084	073644135	Slovak Republic	19.884867	48.772617	3	
10525	71369	1	71369	073616752	Slovak Republic	19.886111	48.782222	2	
10526	72255	1	72255	073636863	Slovak Republic	19.886944	49.168611	7	
10527	71370	1	71370	073616753	Slovak Republic	19.886944	48.783056	2	
10528	71680	1	71680	073621290	Slovak Republic	19.8875	49.123611	3	
10529	71096	1	71096	073610649	Slovak Republic	19.886111	48.779167	7	
10530	73186	1	73186	073644935	Slovak Republic	19.886111	48.919444	7	
10531	71095	1	71095	073610648	Slovak Republic	19.886111	48.779167	7	
10532	71094	1	71094	073610647	Slovak Republic	19.886111	48.779167	6	
10533	72380	1	72380	073639718	Slovak Republic	19.879722	48.780278	10	
10534	71120	1	71120	073610674	Slovak Republic	19.880556	48.786111	2	
10535	71119	1	71119	073610673	Slovak Republic	19.880556	48.786111	6	
10536	72383	1	72383	073639721	Slovak Republic	19.8783	48.785628	17	
10537	73185	1	73185	073644934	Slovak Republic	19.876389	48.948611	3	
10538	73166	1	73166	073644904	Slovak Republic	19.876389	48.9875	4	
10539	72382	1	72382	073639720	Slovak Republic	19.876714	48.783358	12	
10540	71121	1	71121	073610675	Slovak Republic	19.880556	48.786111	3	
10541	73121	1	73121	073644851	Slovak Republic	19.881944	48.927778	6	
10542	73187	1	73187	073644936	Slovak Republic	19.883333	48.918056	6	
10543	73302	1	73302	073648635	Slovak Republic	20.3125	49.195278	10	
10544	73165	1	73165	073644903	Slovak Republic	19.881944	48.991667	5	
10545	71117	1	71117	073610671	Slovak Republic	19.880556	48.786111	4	
10546	71118	1	71118	073610672	Slovak Republic	19.880556	48.786111	5	
10547	73181	1	73181	073644926	Slovak Republic	19.881944	48.961667	6	
10548	71859	1	71859	073628347	Slovak Republic	19.894167	48.787778	3	
10549	73190	1	73190	073644939	Slovak Republic	19.894444	48.920833	5	
10550	71860	1	71860	073628348	Slovak Republic	19.894444	48.787222	3	
10551	73199	1	73199	073644955	Slovak Republic	19.893056	48.973611	0	
10552	71861	1	71861	073628349	Slovak Republic	19.893056	48.786944	2	
10553	70715	1	70715	073607494	Slovak Republic	19.893056	49.115278	12	
10554	71868	1	71868	073628356	Slovak Republic	19.893056	48.807778	5	
10555	73195	1	73195	073644950	Slovak Republic	19.895833	48.963889	0	
10556	73189	1	73189	073644938	Slovak Republic	19.898611	48.915278	5	
10557	71609	1	71609	073620614	Slovak Republic	19.900833	49.091667	0	
10558	71608	1	71608	073620613	Slovak Republic	19.900833	49.091667	0	
10559	70378	1	70378	073603618	Slovak Republic	20.31	49.181667	11	
10560	73170	1	73170	073644910	Slovak Republic	19.895833	48.948056	0	
10561	73188	1	73188	073644937	Slovak Republic	19.895833	48.911667	5	
10562	72870	1	72870	073642573	Slovak Republic	20.310386	49.240378	3	
10563	71862	1	71862	073628350	Slovak Republic	19.889167	48.784722	2	
10564	72260	1	72260	073636868	Slovak Republic	19.889167	49.163056	7	
10565	71863	1	71863	073628351	Slovak Republic	19.889722	48.785278	2	
10566	73373	1	73373	073648817	Slovak Republic	20.311111	49.177778	15	
10567	72265	1	72265	073636876	Slovak Republic	19.887778	49.1675	19	
10568	70714	1	70714	073607493	Slovak Republic	20.3125	49.175	12	
10569	72876	1	72876	073642582	Slovak Republic	20.3117	49.228294	7	
10570	73171	1	73171	073644911	Slovak Republic	19.890278	48.948611	0	
10571	71100	1	71100	073610653	Slovak Republic	19.891667	48.797222	3	
10572	71870	1	71870	073628358	Slovak Republic	19.891667	48.806944	6	
10573	72261	1	72261	073636869	Slovak Republic	19.8925	49.166111	5	
10574	71099	1	71099	073610652	Slovak Republic	19.891667	48.797222	3	
10575	71869	1	71869	073628357	Slovak Republic	19.890833	48.805	6	
10576	72262	1	72262	073636871	Slovak Republic	19.891389	49.166111	8	
10577	71098	1	71098	073610651	Slovak Republic	19.891667	48.797222	2	
10578	73324	1	73324	073648663	Slovak Republic	20.313889	49.205556	5	
10579	73319	1	73319	073648657	Slovak Republic	20.313889	49.205556	6	
10580	73163	1	73163	073644894	Slovak Republic	19.858333	48.995833	6	
10581	73113	1	73113	073644841	Slovak Republic	19.856944	48.919444	8	
10582	72504	1	72504	073641562	Slovak Republic	19.855811	48.782361	0	
10583	65413	1	65413	055003423	Slovak Republic	19.85583	49.16333	10	
10584	72381	1	72381	073639719	Slovak Republic	19.856111	48.784139	18	
10585	73323	1	73323	073648662	Slovak Republic	20.313889	49.205556	3	
10586	71021	1	71021	073610354	Slovak Republic	19.8625	48.983333	0	
10587	71026	1	71026	073610359	Slovak Republic	19.8625	48.983333	0	
10588	71022	1	71022	073610355	Slovak Republic	19.8625	48.983333	0	
10589	71025	1	71025	073610358	Slovak Republic	19.8625	48.983333	0	
10590	71865	1	71865	073628353	Slovak Republic	19.86	48.7875	5	
10591	71123	1	71123	073610677	Slovak Republic	19.860556	48.789444	2	
10592	73316	1	73316	073648654	Slovak Republic	20.313889	49.205556	7	
10593	71124	1	71124	073610678	Slovak Republic	19.853333	48.785556	2	
10594	71373	1	71373	073616756	Slovak Republic	19.853611	48.786111	5	
10595	71374	1	71374	073616757	Slovak Republic	19.853611	48.785278	4	
10596	73333	1	73333	073648674	Slovak Republic	20.313889	49.205556	8	
10597	73327	1	73327	073648666	Slovak Republic	20.313889	49.205556	9	
10598	73329	1	73329	073648670	Slovak Republic	20.313889	49.205556	7	
10599	71109	1	71109	073610662	Slovak Republic	19.853056	48.783889	4	
10600	71554	1	71554	073619630	Slovak Republic	19.853889	48.786944	4	
10601	71086	1	71086	073610639	Slovak Republic	19.854722	48.790833	0	
10602	71555	1	71555	073619631	Slovak Republic	19.854722	48.786111	5	
10603	71866	1	71866	073628354	Slovak Republic	19.855	48.786667	5	
10604	71372	1	71372	073616755	Slovak Republic	19.854444	48.787778	5	
10605	71106	1	71106	073610659	Slovak Republic	19.853889	48.783333	3	
10606	71092	1	71092	073610645	Slovak Republic	19.853889	48.783889	4	
10607	71867	1	71867	073628355	Slovak Republic	19.854167	48.785278	4	
10608	72385	1	72385	073639723	Slovak Republic	19.872128	48.783408	14	
10609	73194	1	73194	073644943	Slovak Republic	19.872222	49.011111	6	
10610	73306	1	73306	073648641	Slovak Republic	20.313889	49.205556	3	
10611	73303	1	73303	073648637	Slovak Republic	20.313889	49.205556	3	
10612	71091	1	71091	073610644	Slovak Republic	19.871389	48.781111	6	
10613	73321	1	73321	073648659	Slovak Republic	20.313889	49.205556	5	
10614	73307	1	73307	073648642	Slovak Republic	20.313889	49.205556	3	
10615	73118	1	73118	073644846	Slovak Republic	19.872222	48.926389	5	
10616	73147	1	73147	073644877	Slovak Republic	19.875	48.929167	5	
10617	73180	1	73180	073644925	Slovak Republic	19.875	48.977778	7	
10618	73304	1	73304	073648638	Slovak Republic	20.313889	49.205556	7	
10619	73184	1	73184	073644933	Slovak Republic	19.873611	48.951389	3	
10620	73148	1	73148	073644878	Slovak Republic	19.872222	48.938889	5	
10621	73146	1	73146	073644876	Slovak Republic	19.872222	48.926389	4	
10622	73314	1	73314	073648651	Slovak Republic	20.313889	49.205556	6	
10623	73326	1	73326	073648665	Slovak Republic	20.313889	49.205556	10	
10624	70709	1	70709	073607488	Slovak Republic	20.313889	49.186111	19	
10625	71864	1	71864	073628352	Slovak Republic	19.866944	48.785556	4	
10626	73115	1	73115	073644843	Slovak Republic	19.865278	48.913889	3	
10627	71023	1	71023	073610356	Slovak Republic	19.8625	48.983333	0	
10628	71024	1	71024	073610357	Slovak Republic	19.8625	48.983333	0	
10629	73150	1	73150	073644880	Slovak Republic	19.863889	48.945833	7	
10630	73325	1	73325	073648664	Slovak Republic	20.313889	49.205556	4	
10631	73183	1	73183	073644932	Slovak Republic	19.870833	48.952778	4	
10632	72864	1	72864	073642567	Slovak Republic	20.313828	49.246794	4	
10633	73117	1	73117	073644845	Slovak Republic	19.870833	48.922222	6	
10634	73318	1	73318	073648656	Slovak Republic	20.313889	49.205556	7	
10635	73322	1	73322	073648660	Slovak Republic	20.313889	49.205556	9	
10636	73116	1	73116	073644844	Slovak Republic	19.869444	48.915278	6	
10637	73205	1	73205	073644961	Slovak Republic	19.869444	48.951389	7	
10638	71607	1	71607	073620612	Slovak Republic	19.900833	49.091667	0	
10639	71990	1	71990	073630650	Slovak Republic	19.916667	49.22	7	
10640	71989	1	71989	073630649	Slovak Republic	19.916667	49.219722	9	
10641	72473	1	72473	073641375	Slovak Republic	19.91725	49.167639	3	
10642	71988	1	71988	073630648	Slovak Republic	19.916667	49.220278	7	
10643	72485	1	72485	073641387	Slovak Republic	19.916222	49.161306	0	
10644	72456	1	72456	073641358	Slovak Republic	19.916444	49.164611	2	
10645	72482	1	72482	073641384	Slovak Republic	19.916528	49.203472	3	
10646	72506	1	72506	073641733	Slovak Republic	19.9175	49.175278	3	
10647	71521	1	71521	073619496	Slovak Republic	19.921111	49.206667	0	
10648	72528	1	72528	073641755	Slovak Republic	19.921667	49.190833	3	
10649	72527	1	72527	073641754	Slovak Republic	19.922778	49.191667	3	
10650	70427	1	70427	073603690	Slovak Republic	20.304444	49.169722	7	
10651	72474	1	72474	073641376	Slovak Republic	19.918444	49.154111	0	
10652	72480	1	72480	073641382	Slovak Republic	19.919944	49.161806	4	
